observation_time,hour,minute
23:17:00,23,17
23:18:00,23,18
23:19:00,23,19
23:20:00,23,20
23:21:00,23,21
23:22:00,23,22
23:23:00,23,23
23:24:00,23,24
23:25:00,23,25
23:26:00,23,26
23:27:00,23,27
23:28:00,23,28
23:29:00,23,29
23:30:00,23,30
23:31:00,23,31
23:32:00,23,32
23:33:00,23,33
23:34:00,23,34
23:35:00,23,35
23:36:00,23,36
23:37:00,23,37
23:38:00,23,38
23:39:00,23,39
23:40:00,23,40
23:41:00,23,41
23:42:00,23,42
23:43:00,23,43
23:44:00,23,44
23:45:00,23,45
23:46:00,23,46
23:47:00,23,47
23:48:00,23,48
23:49:00,23,49
23:50:00,23,50
23:51:00,23,51
23:52:00,23,52
23:53:00,23,53
23:54:00,23,54
23:55:00,23,55
23:56:00,23,56
23:57:00,23,57
23:58:00,23,58
23:59:00,23,59
